question_id,sample_idx,token_step,target_think_tokens,is_correct
1,0,50,1700,True
1,1,50,1966,True
1,2,50,2233,True
1,3,50,2500,True
1,0,100,1700,True
1,1,100,1966,True
1,2,100,2233,True
1,3,100,2500,True
1,0,150,1700,True
1,1,150,1966,True
1,2,150,2233,True
1,3,150,2500,True
1,0,200,1700,True
1,1,200,1966,True
1,2,200,2233,True
1,3,200,2500,True
1,0,250,1700,True
1,1,250,1966,True
1,2,250,2233,True
1,3,250,2500,True
1,0,300,1700,True
1,1,300,1966,True
1,2,300,2233,True
1,3,300,2500,True
1,0,350,1700,True
1,1,350,1966,True
1,2,350,2233,True
1,3,350,2500,True
1,0,400,1700,True
1,1,400,1966,True
1,2,400,2233,True
1,3,400,2500,True
1,0,450,1700,True
1,1,450,1966,True
1,2,450,2233,True
1,3,450,2500,True
1,0,500,1700,True
1,1,500,1966,True
1,2,500,2233,True
1,3,500,2500,True
1,0,550,1700,True
1,1,550,1966,True
1,2,550,2233,True
1,3,550,2500,True
1,0,600,1700,True
1,1,600,1966,True
1,2,600,2233,True
1,3,600,2500,True
1,0,650,1700,True
1,1,650,1966,True
1,2,650,2233,True
1,3,650,2500,True
1,0,700,1700,True
1,1,700,1966,True
1,2,700,2233,True
1,3,700,2500,True
1,0,750,1700,True
1,1,750,1966,True
1,2,750,2233,True
1,3,750,2500,True
1,0,800,1700,True
1,1,800,1966,True
1,2,800,2233,True
1,3,800,2500,True
1,0,850,1700,True
1,1,850,1966,True
1,2,850,2233,True
1,3,850,2500,True
1,0,900,1700,True
1,1,900,1966,True
1,2,900,2233,True
1,3,900,2500,True
1,0,950,1700,True
1,1,950,1966,True
1,2,950,2233,True
1,3,950,2500,True
1,0,1000,1700,True
1,1,1000,1966,True
1,2,1000,2233,True
1,3,1000,2500,True
1,0,1050,1700,True
1,1,1050,1966,True
1,2,1050,2233,True
1,3,1050,2500,True
1,0,1100,1700,True
1,1,1100,1966,True
1,2,1100,2233,True
1,3,1100,2500,True
1,0,1150,1700,True
1,1,1150,1966,True
1,2,1150,2233,True
1,3,1150,2500,True
1,0,1200,1700,True
1,1,1200,1966,True
1,2,1200,2233,True
1,3,1200,2500,True
1,0,1250,1700,True
1,1,1250,1966,True
1,2,1250,2233,True
1,3,1250,2500,True
1,0,1300,1700,True
1,1,1300,1966,True
1,2,1300,2233,True
1,3,1300,2500,True
1,0,1350,1700,True
1,1,1350,1966,True
1,2,1350,2233,True
1,3,1350,2500,True
1,0,1400,1700,True
1,1,1400,1966,True
1,2,1400,2233,True
1,3,1400,2500,True
1,0,1450,1700,True
1,1,1450,1966,True
1,2,1450,2233,True
1,3,1450,2500,True
1,0,1500,1700,True
1,1,1500,1966,True
1,2,1500,2233,True
1,3,1500,2500,True
1,0,1550,1700,True
1,1,1550,1966,True
1,2,1550,2233,True
1,3,1550,2500,True
1,0,1600,1700,True
1,1,1600,1966,True
1,2,1600,2233,True
1,3,1600,2500,True
1,0,1650,1700,True
1,1,1650,1966,True
1,2,1650,2233,True
1,3,1650,2500,True
1,0,1700,1700,True
1,1,1700,1966,True
1,2,1700,2233,True
1,3,1700,2500,True
1,0,1750,1700,True
1,1,1750,1966,True
1,2,1750,2233,True
1,3,1750,2500,True
1,0,1800,1700,True
1,1,1800,1966,True
1,2,1800,2233,True
1,3,1800,2500,True
1,0,1850,1700,True
1,1,1850,1966,True
1,2,1850,2233,True
1,3,1850,2500,True
1,0,1900,1700,True
1,1,1900,1966,True
1,2,1900,2233,True
1,3,1900,2500,True
1,0,1950,1700,True
1,1,1950,1966,True
1,2,1950,2233,True
1,3,1950,2500,True
1,0,2000,1700,True
1,1,2000,1966,True
1,2,2000,2233,True
1,3,2000,2500,True
1,0,2050,1700,True
1,1,2050,1966,True
1,2,2050,2233,True
1,3,2050,2500,True
1,0,2100,1700,True
1,1,2100,1966,True
1,2,2100,2233,True
1,3,2100,2500,True
1,0,2150,1700,True
1,1,2150,1966,True
1,2,2150,2233,True
1,3,2150,2500,True
1,0,2200,1700,True
1,1,2200,1966,True
1,2,2200,2233,True
1,3,2200,2500,True
1,0,2250,1700,True
1,1,2250,1966,True
1,2,2250,2233,True
1,3,2250,2500,True
1,0,2300,1700,True
1,1,2300,1966,True
1,2,2300,2233,True
1,3,2300,2500,True
1,0,2350,1700,True
1,1,2350,1966,True
1,2,2350,2233,True
1,3,2350,2500,True
1,0,2400,1700,True
1,1,2400,1966,True
1,2,2400,2233,True
1,3,2400,2500,True
1,0,2450,1700,True
1,1,2450,1966,True
1,3,2450,2500,True
1,0,2500,1700,True
1,1,2500,1966,True
1,3,2500,2500,True
1,0,2550,1700,True
1,3,2550,2500,True
1,0,2600,1700,True
1,3,2600,2500,True
1,3,2650,2500,True
1,3,2700,2500,True
1,3,2750,2500,True
1,3,2800,2500,True
1,3,2850,2500,True
1,3,2900,2500,True
1,3,2950,2500,True
1,3,3000,2500,True
1,3,3050,2500,True
1,3,3100,2500,True
1,3,3150,2500,True
