question_id,sample_idx,token_step,target_think_tokens,is_correct
0,0,50,1166,True
0,1,50,1433,True
0,2,50,1700,True
0,3,50,1966,True
0,0,100,1166,True
0,1,100,1433,True
0,2,100,1700,True
0,3,100,1966,True
0,0,150,1166,True
0,1,150,1433,True
0,2,150,1700,True
0,3,150,1966,True
0,0,200,1166,True
0,1,200,1433,True
0,2,200,1700,True
0,3,200,1966,True
0,0,250,1166,True
0,1,250,1433,True
0,2,250,1700,True
0,3,250,1966,True
0,0,300,1166,True
0,1,300,1433,True
0,2,300,1700,True
0,3,300,1966,True
0,0,350,1166,True
0,1,350,1433,True
0,2,350,1700,True
0,3,350,1966,True
0,0,400,1166,True
0,1,400,1433,True
0,2,400,1700,True
0,3,400,1966,True
0,0,450,1166,True
0,1,450,1433,True
0,2,450,1700,True
0,3,450,1966,True
0,0,500,1166,True
0,1,500,1433,True
0,2,500,1700,True
0,3,500,1966,True
0,0,550,1166,True
0,1,550,1433,True
0,2,550,1700,True
0,3,550,1966,True
0,0,600,1166,True
0,1,600,1433,True
0,2,600,1700,True
0,3,600,1966,True
0,0,650,1166,True
0,1,650,1433,True
0,2,650,1700,True
0,3,650,1966,True
0,0,700,1166,True
0,1,700,1433,True
0,2,700,1700,True
0,3,700,1966,True
0,0,750,1166,True
0,1,750,1433,True
0,2,750,1700,True
0,3,750,1966,True
0,0,800,1166,True
0,1,800,1433,True
0,2,800,1700,True
0,3,800,1966,True
0,0,850,1166,True
0,1,850,1433,True
0,2,850,1700,True
0,3,850,1966,True
0,0,900,1166,True
0,1,900,1433,True
0,2,900,1700,True
0,3,900,1966,True
0,0,950,1166,True
0,1,950,1433,True
0,2,950,1700,True
0,3,950,1966,True
0,0,1000,1166,True
0,1,1000,1433,True
0,2,1000,1700,True
0,3,1000,1966,True
0,0,1050,1166,True
0,1,1050,1433,True
0,2,1050,1700,True
0,3,1050,1966,True
0,0,1100,1166,True
0,1,1100,1433,True
0,2,1100,1700,True
0,3,1100,1966,True
0,0,1150,1166,True
0,1,1150,1433,True
0,2,1150,1700,True
0,3,1150,1966,True
0,0,1200,1166,True
0,1,1200,1433,True
0,2,1200,1700,True
0,3,1200,1966,True
0,0,1250,1166,True
0,1,1250,1433,True
0,2,1250,1700,True
0,3,1250,1966,True
0,0,1300,1166,True
0,1,1300,1433,True
0,2,1300,1700,True
0,3,1300,1966,True
0,0,1350,1166,True
0,1,1350,1433,True
0,2,1350,1700,True
0,3,1350,1966,True
0,1,1400,1433,True
0,2,1400,1700,True
0,3,1400,1966,True
0,1,1450,1433,True
0,2,1450,1700,True
0,3,1450,1966,True
0,1,1500,1433,True
0,2,1500,1700,True
0,3,1500,1966,True
0,1,1550,1433,True
0,2,1550,1700,True
0,3,1550,1966,True
0,1,1600,1433,True
0,2,1600,1700,True
0,3,1600,1966,True
0,1,1650,1433,True
0,2,1650,1700,True
0,3,1650,1966,True
0,2,1700,1700,True
0,3,1700,1966,True
0,2,1750,1700,True
0,3,1750,1966,True
0,2,1800,1700,True
0,3,1800,1966,True
0,2,1850,1700,True
0,3,1850,1966,True
0,2,1900,1700,True
0,3,1900,1966,True
0,2,1950,1700,True
0,3,1950,1966,True
0,2,2000,1700,True
0,3,2000,1966,True
0,2,2050,1700,True
0,3,2050,1966,True
0,2,2100,1700,True
0,3,2100,1966,True
0,2,2150,1700,True
0,3,2150,1966,True
0,2,2200,1700,True
0,3,2200,1966,True
0,2,2250,1700,True
0,3,2250,1966,True
0,2,2300,1700,True
0,3,2300,1966,True
0,2,2350,1700,True
0,3,2350,1966,True
0,2,2400,1700,True
0,3,2400,1966,True
0,2,2450,1700,True
0,2,2500,1700,True
0,2,2550,1700,True
0,2,2600,1700,True
0,2,2650,1700,True
0,2,2700,1700,True
0,2,2750,1700,True
0,2,2800,1700,True
0,2,2850,1700,True
0,2,2900,1700,True
0,2,2950,1700,True
0,2,3000,1700,True
0,2,3050,1700,True
0,2,3100,1700,True
0,2,3150,1700,True
0,2,3200,1700,True
0,2,3250,1700,True
0,2,3300,1700,True
0,2,3350,1700,True
